Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,5.03249979019165,5.070000171661377,4.952499866485596,5.03249979019165,4.832805633544922,11368000
2015-01-05,5.03249979019165,5.047500133514404,4.925000190734863,4.947500228881836,4.751178741455078,19795200
2015-01-06,4.954999923706055,4.960000038146973,4.792500019073486,4.797500133514404,4.6071295738220215,19776400
2015-01-07,4.832499980926514,4.875,4.769999980926514,4.784999847412109,4.595126628875732,32180800
2015-01-08,4.840000152587891,4.994999885559082,4.837500095367432,4.965000152587891,4.767986297607422,28378000
2015-01-09,4.982500076293945,5.022500038146973,4.914999961853027,4.985000133514404,4.78718900680542,20954000
2015-01-12,4.997499942779541,5.0,4.877500057220459,4.922500133514404,4.727169513702393,19073200
2015-01-13,4.960000038146973,5.059999942779541,4.880000114440918,4.914999961853027,4.719967365264893,23672000
2015-01-14,4.862500190734863,4.949999809265137,4.849999904632568,4.934999942779541,4.739173412322998,15526000
2015-01-15,4.96999979019165,5.0,4.897500038146973,4.900000095367432,4.705563545227051,18893200
2015-01-16,4.892499923706055,4.994999885559082,4.877500057220459,4.989999771118164,4.791991233825684,18151200
2015-01-20,5.025000095367432,5.052499771118164,4.942500114440918,5.005000114440918,4.806396484375,14030800
2015-01-21,4.977499961853027,5.087500095367432,4.942500114440918,5.074999809265137,4.873619079589844,14478000
2015-01-22,5.085000038146973,5.177499771118164,5.03249979019165,5.162499904632568,4.957644462585449,15971200
2015-01-23,5.167500019073486,5.1875,5.125,5.177499771118164,4.972050666809082,12041600
2015-01-26,5.15500020980835,5.179999828338623,5.122499942779541,5.15500020980835,4.950443744659424,13324000
2015-01-27,5.074999809265137,5.079999923706055,4.897500038146973,4.90749979019165,4.712765216827393,35794800
2015-01-28,4.96750020980835,4.987500190734863,4.824999809265137,4.827499866485596,4.63593864440918,27272800
2015-01-29,4.829999923706055,4.972499847412109,4.807499885559082,4.945000171661377,4.748777866363525,23534000
2015-01-30,4.909999847412109,4.96750020980835,4.792500019073486,4.800000190734863,4.609530448913574,29820000
2015-02-02,4.829999923706055,4.925000190734863,4.735000133514404,4.90500020980835,4.710364818572998,25960400
2015-02-03,4.940000057220459,5.03249979019165,4.914999961853027,5.027500152587891,4.828004360198975,18346800
2015-02-04,5.012499809265137,5.097499847412109,4.997499942779541,5.039999961853027,4.840007305145264,18151600
2015-02-05,5.045000076293945,5.125,5.039999961853027,5.122499942779541,4.919233322143555,14044800
2015-02-06,5.117499828338623,5.177499771118164,5.077499866485596,5.099999904632568,4.897626876831055,21052400
2015-02-09,5.070000171661377,5.110000133514404,5.037499904632568,5.09499979019165,4.892823219299316,27394400
2015-02-10,5.099999904632568,5.239999771118164,5.077499866485596,5.237500190734863,5.029669284820557,22620400
2015-02-11,5.25,5.25,5.167500019073486,5.202499866485596,4.996057987213135,32083200
2015-02-12,5.5,5.625,5.46750020980835,5.574999809265137,5.353779315948486,67690400
2015-02-13,5.5625,5.585000038146973,5.477499961853027,5.577499866485596,5.3561787605285645,31008400
2015-02-17,5.567500114440918,5.622499942779541,5.53249979019165,5.59499979019165,5.372983455657959,20334000
2015-02-18,5.587500095367432,5.597499847412109,5.519999980926514,5.53000020980835,5.310564041137695,17094800
2015-02-19,5.599999904632568,5.610000133514404,5.519999980926514,5.545000076293945,5.32496976852417,16943200
2015-02-20,5.539999961853027,5.587500095367432,5.5,5.585000038146973,5.363381385803223,15775200
2015-02-23,5.582499980926514,5.582499980926514,5.512499809265137,5.539999961853027,5.320167541503906,12500800
2015-02-24,5.539999961853027,5.577499866485596,5.489999771118164,5.577499866485596,5.37680196762085,14935600
2015-02-25,5.554999828338623,5.579999923706055,5.510000228881836,5.534999847412109,5.335832595825195,12382000
2015-02-26,5.539999961853027,5.582499980926514,5.505000114440918,5.550000190734863,5.350292682647705,15286400
2015-02-27,5.534999847412109,5.547500133514404,5.494999885559082,5.514999866485596,5.316552639007568,15749200
2015-03-02,5.5,5.679999828338623,5.492499828338623,5.650000095367432,5.4466938972473145,30151200
2015-03-03,5.607500076293945,5.635000228881836,5.527500152587891,5.545000076293945,5.345473766326904,16034400
2015-03-04,5.525000095367432,5.619999885559082,5.502500057220459,5.607500076293945,5.405723571777344,22684000
2015-03-05,5.607500076293945,5.724999904632568,5.59250020980835,5.715000152587891,5.509356498718262,32305600
2015-03-06,5.682499885559082,5.710000038146973,5.632500171661377,5.637499809265137,5.434645175933838,25739200
2015-03-09,5.639999866485596,5.695000171661377,5.627500057220459,5.652500152587891,5.449104309082031,22238800
2015-03-10,5.677499771118164,5.787499904632568,5.667500019073486,5.75,5.54309606552124,52721200
2015-03-11,5.75,5.824999809265137,5.704999923706055,5.71999979019165,5.514174461364746,26212000
2015-03-12,5.664999961853027,5.707499980926514,5.559999942779541,5.667500019073486,5.463565826416016,40697200
2015-03-13,5.639999866485596,5.690000057220459,5.5625,5.675000190734863,5.470795154571533,35928800
2015-03-16,5.71999979019165,5.777500152587891,5.682499885559082,5.742499828338623,5.535865306854248,23695600
2015-03-17,5.730000019073486,5.815000057220459,5.690000057220459,5.8125,5.603346347808838,29990000
2015-03-18,5.8125,5.84250020980835,5.664999961853027,5.71750020980835,5.511765003204346,41384400
2015-03-19,5.737500190734863,5.824999809265137,5.695000171661377,5.804999828338623,5.5961174964904785,31075600
2015-03-20,5.852499961853027,5.902500152587891,5.797500133514404,5.867499828338623,5.656365871429443,46208400
2015-03-23,5.692500114440918,5.767499923706055,5.675000190734863,5.677499771118164,5.473204135894775,42601200
2015-03-24,5.659999847412109,5.699999809265137,5.574999809265137,5.599999904632568,5.39849328994751,33048000
2015-03-25,5.597499847412109,5.597499847412109,5.242499828338623,5.260000228881836,5.070728302001953,54255200
2015-03-26,5.152500152587891,5.264999866485596,5.114999771118164,5.242499828338623,5.053857803344727,31192000
2015-03-27,5.272500038146973,5.364999771118164,5.1875,5.34499979019165,5.152667999267578,31828800
2015-03-30,5.369999885559082,5.394999980926514,5.300000190734863,5.367499828338623,5.174359321594238,25325200
2015-03-31,5.352499961853027,5.357500076293945,5.227499961853027,5.232500076293945,5.044216156005859,35727600
2015-04-01,5.252500057220459,5.269999980926514,5.162499904632568,5.252500057220459,5.063497543334961,33076800
2015-04-02,5.28249979019165,5.297500133514404,5.21999979019165,5.264999866485596,5.075547218322754,19220400
2015-04-06,5.242499828338623,5.434999942779541,5.1875,5.417500019073486,5.222560882568359,51586400
2015-04-07,5.417500019073486,5.525000095367432,5.387499809265137,5.465000152587891,5.268351078033447,41396400
2015-04-08,5.46999979019165,5.525000095367432,5.417500019073486,5.505000114440918,5.306911945343018,36643200
2015-04-09,5.462500095367432,5.650000095367432,5.460000038146973,5.632500171661377,5.429823398590088,37943200
2015-04-10,5.637499809265137,5.692500114440918,5.617499828338623,5.690000057220459,5.485255241394043,25872800
2015-04-13,5.677499771118164,5.710000038146973,5.612500190734863,5.637499809265137,5.434645175933838,23672400
2015-04-14,5.614999771118164,5.637499809265137,5.534999847412109,5.590000152587891,5.388853073120117,22027600
2015-04-15,5.605000019073486,5.699999809265137,5.577499866485596,5.65749979019165,5.453924655914307,24356000
2015-04-16,5.625,5.672500133514404,5.582499980926514,5.622499942779541,5.420183181762695,15528400
2015-04-17,5.505000114440918,5.605000019073486,5.502500057220459,5.550000190734863,5.350292682647705,29363600
2015-04-20,5.574999809265137,5.610000133514404,5.512499809265137,5.522500038146973,5.3237833976745605,23162400
2015-04-21,5.590000152587891,5.590000152587891,5.487500190734863,5.514999866485596,5.316552639007568,23045600
2015-04-22,5.547500133514404,5.585000038146973,5.462500095367432,5.577499866485596,5.37680196762085,20742000
2015-04-23,5.474999904632568,5.607500076293945,5.412499904632568,5.554999828338623,5.355113506317139,25938000
2015-04-24,5.552499771118164,5.554999828338623,5.445000171661377,5.507500171661377,5.309320449829102,24096000
2015-04-27,5.525000095367432,5.647500038146973,5.477499961853027,5.550000190734863,5.350292682647705,24845600
2015-04-28,5.539999961853027,5.597499847412109,5.487500190734863,5.577499866485596,5.37680196762085,23448400
2015-04-29,5.537499904632568,5.59250020980835,5.512499809265137,5.534999847412109,5.335832595825195,19515600
2015-04-30,5.507500171661377,5.577499866485596,5.494999885559082,5.550000190734863,5.350292682647705,21884400
2015-05-01,5.59499979019165,5.704999923706055,5.570000171661377,5.6875,5.482844352722168,25696800
2015-05-04,5.682499885559082,5.71999979019165,5.635000228881836,5.652500152587891,5.449104309082031,20072000
2015-05-05,5.632500171661377,5.639999866485596,5.482500076293945,5.507500171661377,5.309320449829102,29292800
2015-05-06,5.537499904632568,5.590000152587891,5.452499866485596,5.525000095367432,5.3261919021606445,31648400
2015-05-07,5.502500057220459,5.639999866485596,5.485000133514404,5.622499942779541,5.420183181762695,53456400
2015-05-08,5.252500057220459,5.460000038146973,5.122499942779541,5.207499980926514,5.020117282867432,114655200
2015-05-11,5.135000228881836,5.210000038146973,5.09499979019165,5.15749979019165,4.971915245056152,54414400
2015-05-12,5.119999885559082,5.25,5.117499828338623,5.207499980926514,5.020117282867432,38880000
2015-05-13,5.244999885559082,5.284999847412109,5.1875,5.237500190734863,5.049036979675293,30852400
2015-05-14,5.252500057220459,5.349999904632568,5.239999771118164,5.322500228881836,5.130979061126709,29305200
2015-05-15,5.34499979019165,5.369999885559082,5.292500019073486,5.324999809265137,5.133387088775635,21582400
2015-05-18,5.3125,5.349999904632568,5.287499904632568,5.317500114440918,5.126159191131592,32497200
2015-05-19,5.300000190734863,5.317500114440918,5.25,5.260000228881836,5.094199180603027,25380800
2015-05-20,5.262499809265137,5.324999809265137,5.255000114440918,5.260000228881836,5.094199180603027,19682400
2015-05-21,5.262499809265137,5.284999847412109,5.21750020980835,5.222499847412109,5.0578813552856445,23969200
2015-05-22,5.235000133514404,5.255000114440918,5.202499866485596,5.215000152587891,5.050617218017578,21259200
2015-05-26,5.190000057220459,5.224999904632568,5.142499923706055,5.182499885559082,5.019140720367432,25973200
2015-05-27,5.21750020980835,5.485000133514404,5.199999809265137,5.460000038146973,5.287894248962402,43233200
2015-05-28,5.460000038146973,5.552499771118164,5.449999809265137,5.534999847412109,5.360530853271484,32765600
2015-05-29,5.534999847412109,5.570000171661377,5.525000095367432,5.53249979019165,5.358109474182129,33516800
2015-06-01,5.567500114440918,5.650000095367432,5.53249979019165,5.59499979019165,5.418638229370117,37266000
2015-06-02,5.559999942779541,5.590000152587891,5.480000019073486,5.485000133514404,5.312108039855957,22430400
2015-06-03,5.5,5.542500019073486,5.414999961853027,5.425000190734863,5.253996849060059,25078800
2015-06-04,5.392499923706055,5.539999961853027,5.392499923706055,5.522500038146973,5.34842586517334,32371200
2015-06-05,5.505000114440918,5.590000152587891,5.447500228881836,5.565000057220459,5.389585494995117,31332000
2015-06-08,5.547500133514404,5.585000038146973,5.375,5.4375,5.266104221343994,34281200
2015-06-09,5.442500114440918,5.505000114440918,5.432499885559082,5.465000152587891,5.2927374839782715,25688800
2015-06-10,5.400000095367432,5.434999942779541,5.337500095367432,5.367499828338623,5.198310375213623,52946000
2015-06-11,5.367499828338623,5.462500095367432,5.367499828338623,5.425000190734863,5.253996849060059,28305200
2015-06-12,5.389999866485596,5.422500133514404,5.264999866485596,5.277500152587891,5.111147403717041,32372800
2015-06-15,5.25,5.292500019073486,5.210000038146973,5.267499923706055,5.1014628410339355,30654800
2015-06-16,5.257500171661377,5.340000152587891,5.204999923706055,5.332499980926514,5.164412975311279,25689200
2015-06-17,5.329999923706055,5.425000190734863,5.317500114440918,5.394999980926514,5.224943161010742,23354400
2015-06-18,5.440000057220459,5.519999980926514,5.425000190734863,5.485000133514404,5.312108039855957,29940400
2015-06-19,5.485000133514404,5.53000020980835,5.417500019073486,5.46750020980835,5.295157432556152,35565600
2015-06-22,5.477499961853027,5.507500171661377,5.362500190734863,5.445000171661377,5.273367881774902,51423600
2015-06-23,5.454999923706055,5.497499942779541,5.262499809265137,5.304999828338623,5.1377787590026855,41406400
2015-06-24,5.297500133514404,5.324999809265137,5.227499961853027,5.252500057220459,5.086935520172119,25336800
2015-06-25,5.252500057220459,5.324999809265137,5.252500057220459,5.292500019073486,5.125673770904541,35046000
2015-06-26,5.25,5.255000114440918,5.162499904632568,5.184999942779541,5.021563529968262,42129600
2015-06-29,5.125,5.177499771118164,5.022500038146973,5.03000020980835,4.8714494705200195,39172400
2015-06-30,5.059999942779541,5.082499980926514,4.992499828338623,5.027500152587891,4.869028091430664,31591600
2015-07-01,5.152500152587891,5.224999904632568,5.054999828338623,5.099999904632568,4.939241886138916,30289200
2015-07-02,5.097499847412109,5.137499809265137,5.072500228881836,5.105000019073486,4.944084644317627,14576400
2015-07-06,5.0625,5.132500171661377,5.005000114440918,5.042500019073486,4.883554458618164,21477600
2015-07-07,5.012499809265137,5.03249979019165,4.789999961853027,4.947500228881836,4.791550159454346,59425200
2015-07-08,4.920000076293945,4.949999809265137,4.872499942779541,4.912499904632568,4.757652282714844,33249200
2015-07-09,4.989999771118164,5.012499809265137,4.822500228881836,4.852499961853027,4.699544429779053,35758800
2015-07-10,4.914999961853027,4.982500076293945,4.902500152587891,4.9375,4.781865119934082,21670800
2015-07-13,4.987500190734863,4.997499942779541,4.9375,4.96999979019165,4.813340663909912,21247200
2015-07-14,4.977499961853027,4.982500076293945,4.90749979019165,4.972499847412109,4.815759658813477,24921600
2015-07-15,4.960000038146973,4.992499828338623,4.892499923706055,4.9375,4.781865119934082,26573200
2015-07-16,4.96750020980835,5.047500133514404,4.949999809265137,5.047500133514404,4.888398170471191,28284800
2015-07-17,5.03000020980835,5.034999847412109,4.952499866485596,5.017499923706055,4.859342575073242,22037200
2015-07-20,5.017499923706055,5.037499904632568,4.912499904632568,4.925000190734863,4.769759654998779,18841200
2015-07-21,4.914999961853027,5.017499923706055,4.914999961853027,4.947500228881836,4.791550159454346,14972000
2015-07-22,4.912499904632568,4.912499904632568,4.792500019073486,4.852499961853027,4.699544429779053,35647200
2015-07-23,4.862500190734863,4.985000133514404,4.852499961853027,4.912499904632568,4.757652282714844,16991600
2015-07-24,4.947500228881836,4.952499866485596,4.835000038146973,4.855000019073486,4.701964378356934,18884400
2015-07-27,4.8125,4.882500171661377,4.772500038146973,4.827499866485596,4.675331115722656,19242000
2015-07-28,4.840000152587891,4.965000152587891,4.789999961853027,4.932499885559082,4.777021884918213,19830800
2015-07-29,4.922500133514404,5.03249979019165,4.902500152587891,4.992499828338623,4.83513069152832,23268000
2015-07-30,4.980000019073486,5.054999828338623,4.980000019073486,5.005000114440918,4.847238063812256,19018000
2015-07-31,5.025000095367432,5.027500152587891,4.957499980926514,4.987500190734863,4.830288410186768,21834000
2015-08-03,5.027500152587891,5.077499866485596,4.962500095367432,5.072500228881836,4.91261100769043,39713200
2015-08-04,5.054999828338623,5.107500076293945,5.034999847412109,5.09250020980835,4.931978702545166,26010000
2015-08-05,5.21750020980835,5.222499847412109,5.135000228881836,5.144999980926514,4.982823848724365,23462800
2015-08-06,5.132500171661377,5.170000076293945,5.027500152587891,5.112500190734863,4.951348304748535,65567600
2015-08-07,5.614999771118164,5.84250020980835,5.46999979019165,5.744999885559082,5.563910484313965,140524800
2015-08-10,5.704999923706055,5.987500190734863,5.670000076293945,5.945000171661377,5.757606029510498,66230400
2015-08-11,5.857500076293945,5.972499847412109,5.857500076293945,5.914999961853027,5.728552341461182,43500800
2015-08-12,5.820000171661377,5.972499847412109,5.820000171661377,5.929999828338623,5.743079662322998,38404800
2015-08-13,5.9375,5.949999809265137,5.864999771118164,5.880000114440918,5.6946563720703125,27688400
2015-08-14,5.875,5.920000076293945,5.840000152587891,5.885000228881836,5.699498176574707,21465200
2015-08-17,5.875,5.875,5.775000095367432,5.847499847412109,5.663180828094482,27388000
2015-08-18,5.804999828338623,5.84499979019165,5.724999904632568,5.769999980926514,5.611634254455566,28708400
2015-08-19,5.762499809265137,5.827499866485596,5.684999942779541,5.747499942779541,5.589751243591309,24924800
2015-08-20,5.682499885559082,5.710000038146973,5.512499809265137,5.539999961853027,5.3879475593566895,42693200
2015-08-21,5.5,5.59250020980835,5.362500190734863,5.367499828338623,5.2201828956604,38266400
2015-08-24,5.067500114440918,5.457499980926514,5.0,5.177499771118164,5.035397529602051,68228400
2015-08-25,5.40500020980835,5.425000190734863,5.070000171661377,5.070000171661377,4.930848121643066,62268400
2015-08-26,5.235000133514404,5.457499980926514,5.195000171661377,5.452499866485596,5.302847862243652,61497600
2015-08-27,5.510000228881836,5.659999847412109,5.477499961853027,5.65749979019165,5.502223014831543,46376400
2015-08-28,5.65749979019165,5.71750020980835,5.617499828338623,5.682499885559082,5.526535511016846,32094400
2015-08-31,5.65500020980835,5.695000171661377,5.597499847412109,5.619999885559082,5.465753078460693,21935200
2015-09-01,5.457499980926514,5.550000190734863,5.349999904632568,5.389999866485596,5.242064476013184,35340800
